tenant_id,dataset_version_id,store_id,biz_date,visitor_sessions,quality_status
t_demo,demo_20260921_v1,s2,2026-09-12,11330,COMPLETE
t_demo,demo_20260921_v1,s2,2026-09-13,11000,COMPLETE
t_demo,demo_20260921_v1,s2,2026-09-14,10560,COMPLETE
t_demo,demo_20260921_v1,s2,2026-09-15,10780,COMPLETE
t_demo,demo_20260921_v1,s2,2026-09-16,11220,COMPLETE
t_demo,demo_20260921_v1,s2,2026-09-17,10670,COMPLETE
t_demo,demo_20260921_v1,s2,2026-09-18,11440,COMPLETE
t_demo,demo_20260921_v1,s2,2026-09-19,11330,COMPLETE
t_demo,demo_20260921_v1,s2,2026-09-20,9000,COMPLETE
t_demo,demo_20260921_v1,s3,2026-07-26,9000,COMPLETE
t_demo,demo_20260921_v1,s3,2026-07-27,8640,COMPLETE
t_demo,demo_20260921_v1,s3,2026-07-28,8820,COMPLETE
t_demo,demo_20260921_v1,s3,2026-07-29,9180,COMPLETE
t_demo,demo_20260921_v1,s3,2026-07-30,8730,COMPLETE
t_demo,demo_20260921_v1,s3,2026-07-31,9360,COMPLETE
t_demo,demo_20260921_v1,s3,2026-08-01,9270,COMPLETE
t_demo,demo_20260921_v1,s3,2026-08-02,9000,COMPLETE
t_demo,demo_20260921_v1,s3,2026-08-03,8640,COMPLETE
t_demo,demo_20260921_v1,s3,2026-08-04,8820,COMPLETE
t_demo,demo_20260921_v1,s3,2026-08-05,9180,COMPLETE
t_demo,demo_20260921_v1,s3,2026-08-06,8730,COMPLETE
t_demo,demo_20260921_v1,s3,2026-08-07,9360,COMPLETE
t_demo,demo_20260921_v1,s3,2026-08-08,9270,COMPLETE
t_demo,demo_20260921_v1,s3,2026-08-09,9000,COMPLETE
t_demo,demo_20260921_v1,s3,2026-08-10,8640,COMPLETE
t_demo,demo_20260921_v1,s3,2026-08-11,8820,COMPLETE
t_demo,demo_20260921_v1,s3,2026-08-12,9180,COMPLETE
t_demo,demo_20260921_v1,s3,2026-08-13,8730,COMPLETE
t_demo,demo_20260921_v1,s3,2026-08-14,9360,COMPLETE
t_demo,demo_20260921_v1,s3,2026-08-15,9270,COMPLETE
t_demo,demo_20260921_v1,s3,2026-08-16,9000,COMPLETE
t_demo,demo_20260921_v1,s3,2026-08-17,8640,COMPLETE
t_demo,demo_20260921_v1,s3,2026-08-18,8820,COMPLETE
t_demo,demo_20260921_v1,s3,2026-08-19,9180,COMPLETE
t_demo,demo_20260921_v1,s3,2026-08-20,8730,COMPLETE
t_demo,demo_20260921_v1,s3,2026-08-21,9360,COMPLETE
t_demo,demo_20260921_v1,s3,2026-08-22,9270,COMPLETE
t_demo,demo_20260921_v1,s3,2026-08-23,9000,COMPLETE
t_demo,demo_20260921_v1,s3,2026-08-24,8640,COMPLETE
t_demo,demo_20260921_v1,s3,2026-08-25,8820,COMPLETE
t_demo,demo_20260921_v1,s3,2026-08-26,9180,COMPLETE
t_demo,demo_20260921_v1,s3,2026-08-27,8730,COMPLETE
t_demo,demo_20260921_v1,s3,2026-08-28,9360,COMPLETE
t_demo,demo_20260921_v1,s3,2026-08-29,9270,COMPLETE
t_demo,demo_20260921_v1,s3,2026-08-30,9000,COMPLETE
t_demo,demo_20260921_v1,s3,2026-08-31,8640,COMPLETE
t_demo,demo_20260921_v1,s3,2026-09-01,8820,COMPLETE
t_demo,demo_20260921_v1,s3,2026-09-02,9180,COMPLETE
t_demo,demo_20260921_v1,s3,2026-09-03,8730,COMPLETE
t_demo,demo_20260921_v1,s3,2026-09-04,9360,COMPLETE
t_demo,demo_20260921_v1,s3,2026-09-05,9270,COMPLETE
t_demo,demo_20260921_v1,s3,2026-09-06,9000,COMPLETE
t_demo,demo_20260921_v1,s3,2026-09-07,8640,COMPLETE
t_demo,demo_20260921_v1,s3,2026-09-08,8820,COMPLETE
t_demo,demo_20260921_v1,s3,2026-09-09,9180,COMPLETE
t_demo,demo_20260921_v1,s3,2026-09-10,8730,COMPLETE
t_demo,demo_20260921_v1,s3,2026-09-11,9360,COMPLETE
t_demo,demo_20260921_v1,s3,2026-09-12,9270,COMPLETE
t_demo,demo_20260921_v1,s3,2026-09-13,9000,COMPLETE
t_demo,demo_20260921_v1,s3,2026-09-14,8640,COMPLETE
t_demo,demo_20260921_v1,s3,2026-09-15,8820,COMPLETE
t_demo,demo_20260921_v1,s3,2026-09-16,9180,COMPLETE
t_demo,demo_20260921_v1,s3,2026-09-17,8730,COMPLETE
t_demo,demo_20260921_v1,s3,2026-09-18,9360,COMPLETE
t_demo,demo_20260921_v1,s3,2026-09-19,9270,COMPLETE
t_demo,demo_20260921_v1,s3,2026-09-20,7050,COMPLETE
