tenant_id,dataset_version_id,store_id,product_id,biz_date,closing_stock,stockout_minutes,quality_status
t_demo,demo_20260921_v1,s1,p2,2026-08-12,120,0,COMPLETE
t_demo,demo_20260921_v1,s1,p1,2026-08-13,120,30,COMPLETE
t_demo,demo_20260921_v1,s1,p2,2026-08-13,120,0,COMPLETE
t_demo,demo_20260921_v1,s1,p1,2026-08-14,120,30,COMPLETE
t_demo,demo_20260921_v1,s1,p2,2026-08-14,120,0,COMPLETE
t_demo,demo_20260921_v1,s1,p1,2026-08-15,120,30,COMPLETE
t_demo,demo_20260921_v1,s1,p2,2026-08-15,120,0,COMPLETE
t_demo,demo_20260921_v1,s1,p1,2026-08-16,120,30,COMPLETE
t_demo,demo_20260921_v1,s1,p2,2026-08-16,120,0,COMPLETE
t_demo,demo_20260921_v1,s1,p1,2026-08-17,120,30,COMPLETE
t_demo,demo_20260921_v1,s1,p2,2026-08-17,120,0,COMPLETE
t_demo,demo_20260921_v1,s1,p1,2026-08-18,120,30,COMPLETE
t_demo,demo_20260921_v1,s1,p2,2026-08-18,120,0,COMPLETE
t_demo,demo_20260921_v1,s1,p1,2026-08-19,120,30,COMPLETE
t_demo,demo_20260921_v1,s1,p2,2026-08-19,120,0,COMPLETE
t_demo,demo_20260921_v1,s1,p1,2026-08-20,120,30,COMPLETE
t_demo,demo_20260921_v1,s1,p2,2026-08-20,120,0,COMPLETE
t_demo,demo_20260921_v1,s1,p1,2026-08-21,120,30,COMPLETE
t_demo,demo_20260921_v1,s1,p2,2026-08-21,120,0,COMPLETE
t_demo,demo_20260921_v1,s1,p1,2026-08-22,120,30,COMPLETE
t_demo,demo_20260921_v1,s1,p2,2026-08-22,120,0,COMPLETE
t_demo,demo_20260921_v1,s1,p1,2026-08-23,120,30,COMPLETE
t_demo,demo_20260921_v1,s1,p2,2026-08-23,120,0,COMPLETE
t_demo,demo_20260921_v1,s1,p1,2026-08-24,120,30,COMPLETE
t_demo,demo_20260921_v1,s1,p2,2026-08-24,120,0,COMPLETE
t_demo,demo_20260921_v1,s1,p1,2026-08-25,120,30,COMPLETE
t_demo,demo_20260921_v1,s1,p2,2026-08-25,120,0,COMPLETE
t_demo,demo_20260921_v1,s1,p1,2026-08-26,120,30,COMPLETE
t_demo,demo_20260921_v1,s1,p2,2026-08-26,120,0,COMPLETE
t_demo,demo_20260921_v1,s1,p1,2026-08-27,120,30,COMPLETE
t_demo,demo_20260921_v1,s1,p2,2026-08-27,120,0,COMPLETE
t_demo,demo_20260921_v1,s1,p1,2026-08-28,120,30,COMPLETE
t_demo,demo_20260921_v1,s1,p2,2026-08-28,120,0,COMPLETE
t_demo,demo_20260921_v1,s1,p1,2026-08-29,120,30,COMPLETE
t_demo,demo_20260921_v1,s1,p2,2026-08-29,120,0,COMPLETE
t_demo,demo_20260921_v1,s1,p1,2026-08-30,120,30,COMPLETE
t_demo,demo_20260921_v1,s1,p2,2026-08-30,120,0,COMPLETE
t_demo,demo_20260921_v1,s1,p1,2026-08-31,120,30,COMPLETE
t_demo,demo_20260921_v1,s1,p2,2026-08-31,120,0,COMPLETE
t_demo,demo_20260921_v1,s1,p1,2026-09-01,120,30,COMPLETE
t_demo,demo_20260921_v1,s1,p2,2026-09-01,120,0,COMPLETE
t_demo,demo_20260921_v1,s1,p1,2026-09-02,120,30,COMPLETE
t_demo,demo_20260921_v1,s1,p2,2026-09-02,120,0,COMPLETE
t_demo,demo_20260921_v1,s1,p1,2026-09-03,120,30,COMPLETE
t_demo,demo_20260921_v1,s1,p2,2026-09-03,120,0,COMPLETE
t_demo,demo_20260921_v1,s1,p1,2026-09-04,120,30,COMPLETE
t_demo,demo_20260921_v1,s1,p2,2026-09-04,120,0,COMPLETE
t_demo,demo_20260921_v1,s1,p1,2026-09-05,120,30,COMPLETE
t_demo,demo_20260921_v1,s1,p2,2026-09-05,120,0,COMPLETE
t_demo,demo_20260921_v1,s1,p1,2026-09-06,120,30,COMPLETE
t_demo,demo_20260921_v1,s1,p2,2026-09-06,120,0,COMPLETE
t_demo,demo_20260921_v1,s1,p1,2026-09-07,120,30,COMPLETE
t_demo,demo_20260921_v1,s1,p2,2026-09-07,120,0,COMPLETE
t_demo,demo_20260921_v1,s1,p1,2026-09-08,120,30,COMPLETE
t_demo,demo_20260921_v1,s1,p2,2026-09-08,120,0,COMPLETE
t_demo,demo_20260921_v1,s1,p1,2026-09-09,120,30,COMPLETE
t_demo,demo_20260921_v1,s1,p2,2026-09-09,120,0,COMPLETE
t_demo,demo_20260921_v1,s1,p1,2026-09-10,120,30,COMPLETE
t_demo,demo_20260921_v1,s1,p2,2026-09-10,120,0,COMPLETE
t_demo,demo_20260921_v1,s1,p1,2026-09-11,120,30,COMPLETE
t_demo,demo_20260921_v1,s1,p2,2026-09-11,120,0,COMPLETE
t_demo,demo_20260921_v1,s1,p1,2026-09-12,120,30,COMPLETE
t_demo,demo_20260921_v1,s1,p2,2026-09-12,120,0,COMPLETE
t_demo,demo_20260921_v1,s1,p1,2026-09-13,120,30,COMPLETE
t_demo,demo_20260921_v1,s1,p2,2026-09-13,120,0,COMPLETE
t_demo,demo_20260921_v1,s1,p1,2026-09-14,120,30,COMPLETE
t_demo,demo_20260921_v1,s1,p2,2026-09-14,120,0,COMPLETE
t_demo,demo_20260921_v1,s1,p1,2026-09-15,120,30,COMPLETE
t_demo,demo_20260921_v1,s1,p2,2026-09-15,120,0,COMPLETE
t_demo,demo_20260921_v1,s1,p1,2026-09-16,120,30,COMPLETE
t_demo,demo_20260921_v1,s1,p2,2026-09-16,120,0,COMPLETE
t_demo,demo_20260921_v1,s1,p1,2026-09-17,120,30,COMPLETE
t_demo,demo_20260921_v1,s1,p2,2026-09-17,120,0,COMPLETE
t_demo,demo_20260921_v1,s1,p1,2026-09-18,120,30,COMPLETE
t_demo,demo_20260921_v1,s1,p2,2026-09-18,120,0,COMPLETE
t_demo,demo_20260921_v1,s1,p1,2026-09-19,120,30,COMPLETE
t_demo,demo_20260921_v1,s1,p2,2026-09-19,120,0,COMPLETE
t_demo,demo_20260921_v1,s1,p1,2026-09-20,0,480,COMPLETE
t_demo,demo_20260921_v1,s1,p2,2026-09-20,120,0,COMPLETE
t_demo,demo_20260921_v1,s2,p1,2026-07-26,120,0,COMPLETE
t_demo,demo_20260921_v1,s2,p2,2026-07-26,120,0,COMPLETE
t_demo,demo_20260921_v1,s2,p1,2026-07-27,120,0,COMPLETE
t_demo,demo_20260921_v1,s2,p2,2026-07-27,120,0,COMPLETE
t_demo,demo_20260921_v1,s2,p1,2026-07-28,120,0,COMPLETE
t_demo,demo_20260921_v1,s2,p2,2026-07-28,120,0,COMPLETE
t_demo,demo_20260921_v1,s2,p1,2026-07-29,120,0,COMPLETE
t_demo,demo_20260921_v1,s2,p2,2026-07-29,120,0,COMPLETE
t_demo,demo_20260921_v1,s2,p1,2026-07-30,120,0,COMPLETE
t_demo,demo_20260921_v1,s2,p2,2026-07-30,120,0,COMPLETE
t_demo,demo_20260921_v1,s2,p1,2026-07-31,120,0,COMPLETE
t_demo,demo_20260921_v1,s2,p2,2026-07-31,120,0,COMPLETE
t_demo,demo_20260921_v1,s2,p1,2026-08-01,120,0,COMPLETE
t_demo,demo_20260921_v1,s2,p2,2026-08-01,120,0,COMPLETE
t_demo,demo_20260921_v1,s2,p1,2026-08-02,120,0,COMPLETE
t_demo,demo_20260921_v1,s2,p2,2026-08-02,120,0,COMPLETE
t_demo,demo_20260921_v1,s2,p1,2026-08-03,120,0,COMPLETE
t_demo,demo_20260921_v1,s2,p2,2026-08-03,120,0,COMPLETE
t_demo,demo_20260921_v1,s2,p1,2026-08-04,120,0,COMPLETE
t_demo,demo_20260921_v1,s2,p2,2026-08-04,120,0,COMPLETE
t_demo,demo_20260921_v1,s2,p1,2026-08-05,120,0,COMPLETE
t_demo,demo_20260921_v1,s2,p2,2026-08-05,120,0,COMPLETE
t_demo,demo_20260921_v1,s2,p1,2026-08-06,120,0,COMPLETE
t_demo,demo_20260921_v1,s2,p2,2026-08-06,120,0,COMPLETE
t_demo,demo_20260921_v1,s2,p1,2026-08-07,120,0,COMPLETE
t_demo,demo_20260921_v1,s2,p2,2026-08-07,120,0,COMPLETE
t_demo,demo_20260921_v1,s2,p1,2026-08-08,120,0,COMPLETE
t_demo,demo_20260921_v1,s2,p2,2026-08-08,120,0,COMPLETE
t_demo,demo_20260921_v1,s2,p1,2026-08-09,120,0,COMPLETE
t_demo,demo_20260921_v1,s2,p2,2026-08-09,120,0,COMPLETE
t_demo,demo_20260921_v1,s2,p1,2026-08-10,120,0,COMPLETE
t_demo,demo_20260921_v1,s2,p2,2026-08-10,120,0,COMPLETE
t_demo,demo_20260921_v1,s2,p1,2026-08-11,120,0,COMPLETE
t_demo,demo_20260921_v1,s2,p2,2026-08-11,120,0,COMPLETE
t_demo,demo_20260921_v1,s2,p1,2026-08-12,120,0,COMPLETE
t_demo,demo_20260921_v1,s2,p2,2026-08-12,120,0,COMPLETE
t_demo,demo_20260921_v1,s2,p1,2026-08-13,120,0,COMPLETE
t_demo,demo_20260921_v1,s2,p2,2026-08-13,120,0,COMPLETE
t_demo,demo_20260921_v1,s2,p1,2026-08-14,120,0,COMPLETE
t_demo,demo_20260921_v1,s2,p2,2026-08-14,120,0,COMPLETE
t_demo,demo_20260921_v1,s2,p1,2026-08-15,120,0,COMPLETE
t_demo,demo_20260921_v1,s2,p2,2026-08-15,120,0,COMPLETE
t_demo,demo_20260921_v1,s2,p1,2026-08-16,120,0,COMPLETE
t_demo,demo_20260921_v1,s2,p2,2026-08-16,120,0,COMPLETE
t_demo,demo_20260921_v1,s2,p1,2026-08-17,120,0,COMPLETE
t_demo,demo_20260921_v1,s2,p2,2026-08-17,120,0,COMPLETE
t_demo,demo_20260921_v1,s2,p1,2026-08-18,120,0,COMPLETE
t_demo,demo_20260921_v1,s2,p2,2026-08-18,120,0,COMPLETE
t_demo,demo_20260921_v1,s2,p1,2026-08-19,120,0,COMPLETE
t_demo,demo_20260921_v1,s2,p2,2026-08-19,120,0,COMPLETE
t_demo,demo_20260921_v1,s2,p1,2026-08-20,120,0,COMPLETE
t_demo,demo_20260921_v1,s2,p2,2026-08-20,120,0,COMPLETE
t_demo,demo_20260921_v1,s2,p1,2026-08-21,120,0,COMPLETE
t_demo,demo_20260921_v1,s2,p2,2026-08-21,120,0,COMPLETE
t_demo,demo_20260921_v1,s2,p1,2026-08-22,120,0,COMPLETE
t_demo,demo_20260921_v1,s2,p2,2026-08-22,120,0,COMPLETE
t_demo,demo_20260921_v1,s2,p1,2026-08-23,120,0,COMPLETE
t_demo,demo_20260921_v1,s2,p2,2026-08-23,120,0,COMPLETE
t_demo,demo_20260921_v1,s2,p1,2026-08-24,120,0,COMPLETE
t_demo,demo_20260921_v1,s2,p2,2026-08-24,120,0,COMPLETE
t_demo,demo_20260921_v1,s2,p1,2026-08-25,120,0,COMPLETE
t_demo,demo_20260921_v1,s2,p2,2026-08-25,120,0,COMPLETE
t_demo,demo_20260921_v1,s2,p1,2026-08-26,120,0,COMPLETE
t_demo,demo_20260921_v1,s2,p2,2026-08-26,120,0,COMPLETE
t_demo,demo_20260921_v1,s2,p1,2026-08-27,120,0,COMPLETE
t_demo,demo_20260921_v1,s2,p2,2026-08-27,120,0,COMPLETE
t_demo,demo_20260921_v1,s2,p1,2026-08-28,120,0,COMPLETE
t_demo,demo_20260921_v1,s2,p2,2026-08-28,120,0,COMPLETE
t_demo,demo_20260921_v1,s2,p1,2026-08-29,120,0,COMPLETE
t_demo,demo_20260921_v1,s2,p2,2026-08-29,120,0,COMPLETE
t_demo,demo_20260921_v1,s2,p1,2026-08-30,120,0,COMPLETE
t_demo,demo_20260921_v1,s2,p2,2026-08-30,120,0,COMPLETE
t_demo,demo_20260921_v1,s2,p1,2026-08-31,120,0,COMPLETE
t_demo,demo_20260921_v1,s2,p2,2026-08-31,120,0,COMPLETE
t_demo,demo_20260921_v1,s2,p1,2026-09-01,120,0,COMPLETE
t_demo,demo_20260921_v1,s2,p2,2026-09-01,120,0,COMPLETE
t_demo,demo_20260921_v1,s2,p1,2026-09-02,120,0,COMPLETE
t_demo,demo_20260921_v1,s2,p2,2026-09-02,120,0,COMPLETE
t_demo,demo_20260921_v1,s2,p1,2026-09-03,120,0,COMPLETE
t_demo,demo_20260921_v1,s2,p2,2026-09-03,120,0,COMPLETE
t_demo,demo_20260921_v1,s2,p1,2026-09-04,120,0,COMPLETE
t_demo,demo_20260921_v1,s2,p2,2026-09-04,120,0,COMPLETE
t_demo,demo_20260921_v1,s2,p1,2026-09-05,120,0,COMPLETE
t_demo,demo_20260921_v1,s2,p2,2026-09-05,120,0,COMPLETE
t_demo,demo_20260921_v1,s2,p1,2026-09-06,120,0,COMPLETE
t_demo,demo_20260921_v1,s2,p2,2026-09-06,120,0,COMPLETE
t_demo,demo_20260921_v1,s2,p1,2026-09-07,120,0,COMPLETE
t_demo,demo_20260921_v1,s2,p2,2026-09-07,120,0,COMPLETE
t_demo,demo_20260921_v1,s2,p1,2026-09-08,120,0,COMPLETE
t_demo,demo_20260921_v1,s2,p2,2026-09-08,120,0,COMPLETE
t_demo,demo_20260921_v1,s2,p1,2026-09-09,120,0,COMPLETE
t_demo,demo_20260921_v1,s2,p2,2026-09-09,120,0,COMPLETE
t_demo,demo_20260921_v1,s2,p1,2026-09-10,120,0,COMPLETE
t_demo,demo_20260921_v1,s2,p2,2026-09-10,120,0,COMPLETE
t_demo,demo_20260921_v1,s2,p1,2026-09-11,120,0,COMPLETE
t_demo,demo_20260921_v1,s2,p2,2026-09-11,120,0,COMPLETE
t_demo,demo_20260921_v1,s2,p1,2026-09-12,120,0,COMPLETE
t_demo,demo_20260921_v1,s2,p2,2026-09-12,120,0,COMPLETE
t_demo,demo_20260921_v1,s2,p1,2026-09-13,120,0,COMPLETE
t_demo,demo_20260921_v1,s2,p2,2026-09-13,120,0,COMPLETE
t_demo,demo_20260921_v1,s2,p1,2026-09-14,120,0,COMPLETE
t_demo,demo_20260921_v1,s2,p2,2026-09-14,120,0,COMPLETE
t_demo,demo_20260921_v1,s2,p1,2026-09-15,120,0,COMPLETE
t_demo,demo_20260921_v1,s2,p2,2026-09-15,120,0,COMPLETE
t_demo,demo_20260921_v1,s2,p1,2026-09-16,120,0,COMPLETE
t_demo,demo_20260921_v1,s2,p2,2026-09-16,120,0,COMPLETE
t_demo,demo_20260921_v1,s2,p1,2026-09-17,120,0,COMPLETE
t_demo,demo_20260921_v1,s2,p2,2026-09-17,120,0,COMPLETE
t_demo,demo_20260921_v1,s2,p1,2026-09-18,120,0,COMPLETE
t_demo,demo_20260921_v1,s2,p2,2026-09-18,120,0,COMPLETE
t_demo,demo_20260921_v1,s2,p1,2026-09-19,120,0,COMPLETE
t_demo,demo_20260921_v1,s2,p2,2026-09-19,120,0,COMPLETE
t_demo,demo_20260921_v1,s2,p1,2026-09-20,120,0,COMPLETE
t_demo,demo_20260921_v1,s2,p2,2026-09-20,120,0,COMPLETE
t_demo,demo_20260921_v1,s3,p1,2026-07-26,120,0,COMPLETE
t_demo,demo_20260921_v1,s3,p2,2026-07-26,120,0,COMPLETE
t_demo,demo_20260921_v1,s3,p1,2026-07-27,120,0,COMPLETE
t_demo,demo_20260921_v1,s3,p2,2026-07-27,120,0,COMPLETE
t_demo,demo_20260921_v1,s3,p1,2026-07-28,120,0,COMPLETE
t_demo,demo_20260921_v1,s3,p2,2026-07-28,120,0,COMPLETE
t_demo,demo_20260921_v1,s3,p1,2026-07-29,120,0,COMPLETE
t_demo,demo_20260921_v1,s3,p2,2026-07-29,120,0,COMPLETE
t_demo,demo_20260921_v1,s3,p1,2026-07-30,120,0,COMPLETE
t_demo,demo_20260921_v1,s3,p2,2026-07-30,120,0,COMPLETE
t_demo,demo_20260921_v1,s3,p1,2026-07-31,120,0,COMPLETE
t_demo,demo_20260921_v1,s3,p2,2026-07-31,120,0,COMPLETE
t_demo,demo_20260921_v1,s3,p1,2026-08-01,120,0,COMPLETE
t_demo,demo_20260921_v1,s3,p2,2026-08-01,120,0,COMPLETE
t_demo,demo_20260921_v1,s3,p1,2026-08-02,120,0,COMPLETE
t_demo,demo_20260921_v1,s3,p2,2026-08-02,120,0,COMPLETE
t_demo,demo_20260921_v1,s3,p1,2026-08-03,120,0,COMPLETE
t_demo,demo_20260921_v1,s3,p2,2026-08-03,120,0,COMPLETE
t_demo,demo_20260921_v1,s3,p1,2026-08-04,120,0,COMPLETE
t_demo,demo_20260921_v1,s3,p2,2026-08-04,120,0,COMPLETE
t_demo,demo_20260921_v1,s3,p1,2026-08-05,120,0,COMPLETE
t_demo,demo_20260921_v1,s3,p2,2026-08-05,120,0,COMPLETE
t_demo,demo_20260921_v1,s3,p1,2026-08-06,120,0,COMPLETE
t_demo,demo_20260921_v1,s3,p2,2026-08-06,120,0,COMPLETE
t_demo,demo_20260921_v1,s3,p1,2026-08-07,120,0,COMPLETE
t_demo,demo_20260921_v1,s3,p2,2026-08-07,120,0,COMPLETE
t_demo,demo_20260921_v1,s3,p1,2026-08-08,120,0,COMPLETE
t_demo,demo_20260921_v1,s3,p2,2026-08-08,120,0,COMPLETE
t_demo,demo_20260921_v1,s3,p1,2026-08-09,120,0,COMPLETE
t_demo,demo_20260921_v1,s3,p2,2026-08-09,120,0,COMPLETE
t_demo,demo_20260921_v1,s3,p1,2026-08-10,120,0,COMPLETE
t_demo,demo_20260921_v1,s3,p2,2026-08-10,120,0,COMPLETE
t_demo,demo_20260921_v1,s3,p1,2026-08-11,120,0,COMPLETE
t_demo,demo_20260921_v1,s3,p2,2026-08-11,120,0,COMPLETE
t_demo,demo_20260921_v1,s3,p1,2026-08-12,120,0,COMPLETE
t_demo,demo_20260921_v1,s3,p2,2026-08-12,120,0,COMPLETE
t_demo,demo_20260921_v1,s3,p1,2026-08-13,120,0,COMPLETE
t_demo,demo_20260921_v1,s3,p2,2026-08-13,120,0,COMPLETE
t_demo,demo_20260921_v1,s3,p1,2026-08-14,120,0,COMPLETE
t_demo,demo_20260921_v1,s3,p2,2026-08-14,120,0,COMPLETE
t_demo,demo_20260921_v1,s3,p1,2026-08-15,120,0,COMPLETE
t_demo,demo_20260921_v1,s3,p2,2026-08-15,120,0,COMPLETE
t_demo,demo_20260921_v1,s3,p1,2026-08-16,120,0,COMPLETE
t_demo,demo_20260921_v1,s3,p2,2026-08-16,120,0,COMPLETE
t_demo,demo_20260921_v1,s3,p1,2026-08-17,120,0,COMPLETE
t_demo,demo_20260921_v1,s3,p2,2026-08-17,120,0,COMPLETE
t_demo,demo_20260921_v1,s3,p1,2026-08-18,120,0,COMPLETE
t_demo,demo_20260921_v1,s3,p2,2026-08-18,120,0,COMPLETE
t_demo,demo_20260921_v1,s3,p1,2026-08-19,120,0,COMPLETE
t_demo,demo_20260921_v1,s3,p2,2026-08-19,120,0,COMPLETE
t_demo,demo_20260921_v1,s3,p1,2026-08-20,120,0,COMPLETE
t_demo,demo_20260921_v1,s3,p2,2026-08-20,120,0,COMPLETE
t_demo,demo_20260921_v1,s3,p1,2026-08-21,120,0,COMPLETE
t_demo,demo_20260921_v1,s3,p2,2026-08-21,120,0,COMPLETE
t_demo,demo_20260921_v1,s3,p1,2026-08-22,120,0,COMPLETE
t_demo,demo_20260921_v1,s3,p2,2026-08-22,120,0,COMPLETE
t_demo,demo_20260921_v1,s3,p1,2026-08-23,120,0,COMPLETE
t_demo,demo_20260921_v1,s3,p2,2026-08-23,120,0,COMPLETE
t_demo,demo_20260921_v1,s3,p1,2026-08-24,120,0,COMPLETE
t_demo,demo_20260921_v1,s3,p2,2026-08-24,120,0,COMPLETE
t_demo,demo_20260921_v1,s3,p1,2026-08-25,120,0,COMPLETE
t_demo,demo_20260921_v1,s3,p2,2026-08-25,120,0,COMPLETE
t_demo,demo_20260921_v1,s3,p1,2026-08-26,120,0,COMPLETE
t_demo,demo_20260921_v1,s3,p2,2026-08-26,120,0,COMPLETE
t_demo,demo_20260921_v1,s3,p1,2026-08-27,120,0,COMPLETE
t_demo,demo_20260921_v1,s3,p2,2026-08-27,120,0,COMPLETE
t_demo,demo_20260921_v1,s3,p1,2026-08-28,120,0,COMPLETE
t_demo,demo_20260921_v1,s3,p2,2026-08-28,120,0,COMPLETE
t_demo,demo_20260921_v1,s3,p1,2026-08-29,120,0,COMPLETE
t_demo,demo_20260921_v1,s3,p2,2026-08-29,120,0,COMPLETE
t_demo,demo_20260921_v1,s3,p1,2026-08-30,120,0,COMPLETE
t_demo,demo_20260921_v1,s3,p2,2026-08-30,120,0,COMPLETE
t_demo,demo_20260921_v1,s3,p1,2026-08-31,120,0,COMPLETE
t_demo,demo_20260921_v1,s3,p2,2026-08-31,120,0,COMPLETE
t_demo,demo_20260921_v1,s3,p1,2026-09-01,120,0,COMPLETE
t_demo,demo_20260921_v1,s3,p2,2026-09-01,120,0,COMPLETE
t_demo,demo_20260921_v1,s3,p1,2026-09-02,120,0,COMPLETE
t_demo,demo_20260921_v1,s3,p2,2026-09-02,120,0,COMPLETE
t_demo,demo_20260921_v1,s3,p1,2026-09-03,120,0,COMPLETE
t_demo,demo_20260921_v1,s3,p2,2026-09-03,120,0,COMPLETE
t_demo,demo_20260921_v1,s3,p1,2026-09-04,120,0,COMPLETE
t_demo,demo_20260921_v1,s3,p2,2026-09-04,120,0,COMPLETE
t_demo,demo_20260921_v1,s3,p1,2026-09-05,120,0,COMPLETE
t_demo,demo_20260921_v1,s3,p2,2026-09-05,120,0,COMPLETE
t_demo,demo_20260921_v1,s3,p1,2026-09-06,120,0,COMPLETE
t_demo,demo_20260921_v1,s3,p2,2026-09-06,120,0,COMPLETE
t_demo,demo_20260921_v1,s3,p1,2026-09-07,120,0,COMPLETE
t_demo,demo_20260921_v1,s3,p2,2026-09-07,120,0,COMPLETE
t_demo,demo_20260921_v1,s3,p1,2026-09-08,120,0,COMPLETE
t_demo,demo_20260921_v1,s3,p2,2026-09-08,120,0,COMPLETE
t_demo,demo_20260921_v1,s3,p1,2026-09-09,120,0,COMPLETE
t_demo,demo_20260921_v1,s3,p2,2026-09-09,120,0,COMPLETE
t_demo,demo_20260921_v1,s3,p1,2026-09-10,120,0,COMPLETE
t_demo,demo_20260921_v1,s3,p2,2026-09-10,120,0,COMPLETE
t_demo,demo_20260921_v1,s3,p1,2026-09-11,120,0,COMPLETE
t_demo,demo_20260921_v1,s3,p2,2026-09-11,120,0,COMPLETE
t_demo,demo_20260921_v1,s3,p1,2026-09-12,120,0,COMPLETE
t_demo,demo_20260921_v1,s3,p2,2026-09-12,120,0,COMPLETE
t_demo,demo_20260921_v1,s3,p1,2026-09-13,120,0,COMPLETE
t_demo,demo_20260921_v1,s3,p2,2026-09-13,120,0,COMPLETE
t_demo,demo_20260921_v1,s3,p1,2026-09-14,120,0,COMPLETE
t_demo,demo_20260921_v1,s3,p2,2026-09-14,120,0,COMPLETE
t_demo,demo_20260921_v1,s3,p1,2026-09-15,120,0,COMPLETE
t_demo,demo_20260921_v1,s3,p2,2026-09-15,120,0,COMPLETE
t_demo,demo_20260921_v1,s3,p1,2026-09-16,120,0,COMPLETE
t_demo,demo_20260921_v1,s3,p2,2026-09-16,120,0,COMPLETE
t_demo,demo_20260921_v1,s3,p1,2026-09-17,120,0,COMPLETE
t_demo,demo_20260921_v1,s3,p2,2026-09-17,120,0,COMPLETE
t_demo,demo_20260921_v1,s3,p1,2026-09-18,120,0,COMPLETE
t_demo,demo_20260921_v1,s3,p2,2026-09-18,120,0,COMPLETE
t_demo,demo_20260921_v1,s3,p1,2026-09-19,120,0,COMPLETE
t_demo,demo_20260921_v1,s3,p2,2026-09-19,120,0,COMPLETE
t_demo,demo_20260921_v1,s3,p1,2026-09-20,120,0,COMPLETE
t_demo,demo_20260921_v1,s3,p2,2026-09-20,120,0,COMPLETE
